id	jp_id_ref	category	source_file	offset	record_index	chunk_id	issues	auto_changes	strategy	prefix_len	prefix_hex	prefix_text	expected_tokens	tokens_before	tokens_after	encoded_len_after	payload_capacity_after	capacity_delta_after	missing_chars	adjusted_jp_text	zh_text_before	zh_text_after
zh_txt_a2c25164_000158_0006	txt_a2c25164_000158_0006	message	msg/fld/evt/012.m	0x158	6	chunk_0172	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	42 00 01 00 02 02 00 00 42 00	B{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4200 CTRL_8100		8	14	6		「チィ・・・」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_8100}啧…」	「啧…」
zh_txt_a2c25164_000182_0007	txt_a2c25164_000182_0007	message	msg/fld/evt/012.m	0x182	7	chunk_0172	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	42 00 00 00 02 02 00 00 42 00	B{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4200 CTRL_8100 CTRL_0001	CTRL_0001	32	88	56		「やはり　霊獣（れいじゅう）を　コントロールするのは{CTRL_0001}ひとすじなわでは　いかぬか・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_8100}果然　控制灵兽并非{CTRL_0001}易事啊…」	「果然　控制灵兽并非{CTRL_0001}易事啊…」
zh_txt_a2c25164_0001F2_0008	txt_a2c25164_0001F2_0008	message	msg/fld/evt/012.m	0x1F2	8	chunk_0172	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	42 00 02 00 02 02 00 00 42 00	B{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4200 CTRL_8100 CTRL_0001	CTRL_0001	44	80	36		「まあ　このていどの　やつらなら　いつでも{CTRL_0001}かがみを　うばうことが　できるぜ！」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_8100}嘛　这种程度的家伙　随时都能{CTRL_0001}抢走镜子！」	「嘛　这种程度的家伙　随时都能{CTRL_0001}抢走镜子！」
zh_txt_7d3c9a89_000484_0017	txt_7d3c9a89_000484_0017	message	msg/fld/evt/017.m	0x484	17	chunk_0176	auto_adjusted_structure_residue	manual_override	strip_prefix_before_sjis_text	2	60 00	`{CTRL_00}	CTRL_0001	CTRL_0001	CTRL_0001	10	18	8		を{CTRL_0001}てに　いれた！	{CTRL_0001}获得了！	{CTRL_0001}获得了！
zh_txt_55a9d4e5_000010_0000	txt_55a9d4e5_000010_0000	message	msg/fld/evt/018.m	0x10	0	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		24	40	16		「どうやら　おちついた　ようだな・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}看来已经平静下来了…」	「看来已经平静下来了…」
zh_txt_55a9d4e5_0000E8_0003	txt_55a9d4e5_0000E8_0003	message	msg/fld/evt/018.m	0xE8	3	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	48	86	38		「ヒヒヒ・・・　わたしたちの　チャクラも{CTRL_0001}まいにち　わけあたえなければ　いけないほど」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}嘻嘻嘻…我们的查克拉也{CTRL_0001}每天都必须分给它才行」	「嘻嘻嘻…我们的查克拉也{CTRL_0001}每天都必须分给它才行」
zh_txt_55a9d4e5_000194_0005	txt_55a9d4e5_000194_0005	message	msg/fld/evt/018.m	0x194	5	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	54	80	26		「ところで　やつらが　{CTRL_0103}{CTRL_0002}２まいめ{CTRL_0103}{CTRL_0000}の　かがみを{CTRL_0001}手にいれた　ようだな・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}话说回来，那些家伙{CTRL_0103}{CTRL_0002}第二面{CTRL_0103}{CTRL_0000}镜子{CTRL_0001}已经到手了…」	「话说回来，那些家伙{CTRL_0103}{CTRL_0002}第二面{CTRL_0103}{CTRL_0000}镜子{CTRL_0001}已经到手了…」
zh_txt_55a9d4e5_0001FA_0006	txt_55a9d4e5_0001FA_0006	message	msg/fld/evt/018.m	0x1FA	6	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	42 00 02 00 02 02 00 00 42 00	B{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4200 CTRL_8100 CTRL_0001	CTRL_0001	54	78	24		「ガハハ！　あのていどの　やつらから　なら{CTRL_0001}いつでも　かがみを　うばえます！」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_8100}嘎哈哈！对付那种程度的家伙{CTRL_0001}随时都能把镜子抢过来！」	「嘎哈哈！对付那种程度的家伙{CTRL_0001}随时都能把镜子抢过来！」
zh_txt_55a9d4e5_00025E_0007	txt_55a9d4e5_00025E_0007	message	msg/fld/evt/018.m	0x25E	7	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	56	96	40		「しかし　ねんには　ねんを　いれて　こちらで{CTRL_0001}さきに　かがみを　かくほするのが　とくさく・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}不过，小心驶得万年船，我们这边{CTRL_0001}先确保镜子才是上策…」	「不过，小心驶得万年船，我们这边{CTRL_0001}先确保镜子才是上策…」
zh_txt_55a9d4e5_0002D6_0008	txt_55a9d4e5_0002D6_0008	message	msg/fld/evt/018.m	0x2D6	8	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		36	50	14		「３まいめの　かがみの　ばしょは　わかったのか？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}第三面镜子的所在地点，知道了吗？」	「第三面镜子的所在地点，知道了吗？」
zh_txt_55a9d4e5_00031E_0009	txt_55a9d4e5_00031E_0009	message	msg/fld/evt/018.m	0x31E	9	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		20	34	14		「はい　けんとうは　ついています」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}是的，已经查到了」	「是的，已经查到了」
zh_txt_55a9d4e5_000356_0010	txt_55a9d4e5_000356_0010	message	msg/fld/evt/018.m	0x356	10	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001	CTRL_0001	40	56	16		「また　ヤツらに　じゃまを　されたら{CTRL_0001}どうするつもりだ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}要是又被那些家伙妨碍了{CTRL_0001}你打算怎么办」	「要是又被那些家伙妨碍了{CTRL_0001}你打算怎么办」
zh_txt_55a9d4e5_0003A4_0011	txt_55a9d4e5_0003A4_0011	message	msg/fld/evt/018.m	0x3A4	11	chunk_0177	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 02 00 02 02 00 00 41 00	A{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	42	68	26		「ヒヒヒ・・・　しんぱい　ありません　ヤツらが{CTRL_0001}きたときの　ために」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}嘻嘻…别担心，他们来的时候{CTRL_0001}已有准备了」	「嘻嘻…别担心，他们来的时候{CTRL_0001}已有准备了」
zh_txt_76dab471_0004F2_0018	txt_76dab471_0004F2_0018	message	msg/fld/evt/019.m	0x4F2	18	chunk_0178	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	36 00 00 00 02 02 00 00 36 00	6{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3600 CTRL_8100		16	20	4		「・・・綱手さま！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}……纲手大人！	「……纲手大人！
zh_txt_f0098247_000150_0006	txt_f0098247_000150_0006	message	msg/fld/evt/023.m	0x150	6	chunk_0182	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	18	35 00 00 00 02 02 00 00 35 00 01 03 7F 00 00 00 00 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_0100}{CTRL_7F03}{CTRL_0000}{CTRL_0000}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_0100 CTRL_7F03 CTRL_0000 CTRL_0000 CTRL_8100		12	16	4		「ワンワン！！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_0100}{CTRL_7F03}{CTRL_0000}{CTRL_0000}{CTRL_8100}汪汪！！」	「汪汪！！」
zh_txt_f0098247_0001A8_0008	txt_f0098247_0001A8_0008	message	msg/fld/evt/023.m	0x1A8	8	chunk_0182	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		22	28	6		「すこしは　やるようですね」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}看来你还有点本事嘛」	「看来你还有点本事嘛」
zh_txt_f0098247_000212_0010	txt_f0098247_000212_0010	message	msg/fld/evt/023.m	0x212	10	chunk_0182	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0101 CTRL_0100 CTRL_0005 CTRL_0000 CTRL_F800 CTRL_41FF CTRL_0200 CTRL_8200 CTRL_82B1	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0101 CTRL_0100 CTRL_0005 CTRL_0000 CTRL_F800 CTRL_41FF CTRL_0200 CTRL_8200 CTRL_82B1	CTRL_0101 CTRL_0100 CTRL_0005 CTRL_0000 CTRL_F800 CTRL_41FF CTRL_0200 CTRL_8200 CTRL_82B1	43	62	19		「キミたちが　さがしてるのは　{CTRL_0101}<{CTRL_0100}{CTRL_0005}{CTRL_0000}{CTRL_F800}{CTRL_41FF}{CTRL_0200}{CTRL_8200}{CTRL_82B1}黶@ですかね」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}你们在找的是{CTRL_0101}<{CTRL_0100}{CTRL_0005}{CTRL_0000}{CTRL_F800}{CTRL_41FF}{CTRL_0200}{CTRL_8200}{CTRL_82B1}雏田吗？」	「你们在找的是{CTRL_0101}<{CTRL_0100}{CTRL_0005}{CTRL_0000}{CTRL_F800}{CTRL_41FF}{CTRL_0200}{CTRL_8200}{CTRL_82B1}雏田吗？」
zh_txt_8f038382_000010_0000	txt_8f038382_000010_0000	message	msg/fld/evt/024.m	0x10	0	chunk_0183	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	54	88	34		「おっと　もし　ワタシに　手を　だしたら{CTRL_0001}チャクラの　なわが　このコを　しめつけますよ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}哎呀，要是对我动手的话{CTRL_0001}查克拉绳子就会勒紧这孩子哦」	「哎呀，要是对我动手的话{CTRL_0001}查克拉绳子就会勒紧这孩子哦」
zh_txt_8f038382_000102_0004	txt_8f038382_000102_0004	message	msg/fld/evt/024.m	0x102	4	chunk_0183	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 02 00 02 02 00 00 41 00	A{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	48	76	28		「ヒヒヒ・・・　どんな手を　つかおうが{CTRL_0001}かたなきゃ　イミが　ないですからね」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}嘿嘿嘿……不管用什么手段{CTRL_0001}赢不了就没意义了呢」	「嘿嘿嘿……不管用什么手段{CTRL_0001}赢不了就没意义了呢」
zh_txt_8f038382_000166_0005	txt_8f038382_000166_0005	message	msg/fld/evt/024.m	0x166	5	chunk_0183	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0000	24	46	22		「忍法　炎虎爆殺（えんこばくさつ）{CTRL_0103}{CTRL_0000}！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}{CTRL_0103}{CTRL_0002}忍法·炎虎爆杀{CTRL_0103}{CTRL_0000}！」	「忍法·炎虎爆杀{CTRL_0103}{CTRL_0000}！」
zh_txt_8f038382_000246_0010	txt_8f038382_000246_0010	message	msg/fld/evt/024.m	0x246	10	chunk_0183	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		30	48	18		「ヒヒヒ・・・　いま　らくに　してあげましょう」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}嘿嘿嘿……现在就让你解脱吧」	「嘿嘿嘿……现在就让你解脱吧」
zh_txt_8f038382_000338_0014	txt_8f038382_000338_0014	message	msg/fld/evt/024.m	0x338	14	chunk_0183	auto_adjusted_structure_residue auto_adjusted_extra_control_tokens control_tokens_before_mismatch	remove_extra_control_tokens:5	strip_prefix_before_open_quote	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	38	64	26		「ほう　ワタシの　チャクラの　なわから　よく{CTRL_0001}ぬけられましたね」	“哎呀{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}，你竟能挣脱我的查克拉绳索{CTRL_0001}！”	“哎呀，你竟能挣脱我的查克拉绳索{CTRL_0001}！”
zh_txt_07ccd85f_000046_0001	txt_07ccd85f_000046_0001	message	msg/fld/evt/025.m	0x46	1	chunk_0184	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		12	20	8		「この　ガキィィ！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「这小鬼！」	「这小鬼！」
zh_txt_f8bb441e_0000E0_0003	txt_f8bb441e_0000E0_0003	message	msg/fld/evt/028.m	0xE0	3	chunk_0187	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	18	35 00 00 00 02 02 00 00 35 00 01 03 7F 00 00 00 00 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_0100}{CTRL_7F03}{CTRL_0000}{CTRL_0000}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_0100 CTRL_7F03 CTRL_0000 CTRL_0000 CTRL_8100		10	14	4		「ワンワン！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_0100}{CTRL_7F03}{CTRL_0000}{CTRL_0000}{CTRL_8100}汪汪！”	「汪汪！”
zh_txt_f8bb441e_00010E_0004	txt_f8bb441e_00010E_0004	message	msg/fld/evt/028.m	0x10E	4	chunk_0187	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	35 00 00 00 02 02 00 00 35 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_8100		8	10	2		「ワン！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_8100}汪！”	「汪！”
zh_txt_f8bb441e_00016C_0006	txt_f8bb441e_00016C_0006	message	msg/fld/evt/028.m	0x16C	6	chunk_0187	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	18	35 00 00 00 02 02 00 00 35 00 01 03 7F 00 00 00 00 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_0100}{CTRL_7F03}{CTRL_0000}{CTRL_0000}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_0100 CTRL_7F03 CTRL_0000 CTRL_0000 CTRL_8100		10	14	4		「ワンワン！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_0100}{CTRL_7F03}{CTRL_0000}{CTRL_0000}{CTRL_8100}汪汪！”	「汪汪！”
zh_txt_f8bb441e_0001DA_0008	txt_f8bb441e_0001DA_0008	message	msg/fld/evt/028.m	0x1DA	8	chunk_0187	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	35 00 00 00 02 02 00 00 35 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_8100		12	16	4		「ワンワン！！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_8100}汪汪！！”	「汪汪！！”
zh_txt_301f6085_000136_0005	txt_301f6085_000136_0005	message	msg/fld/evt/030.m	0x136	5	chunk_0189	auto_adjusted_structure_residue auto_adjusted_extra_control_tokens control_tokens_before_mismatch	remove_extra_control_tokens:1	strip_prefix_before_open_quote	2	46 00	F{CTRL_00}	CTRL_0001	CTRL_8100 CTRL_0001	CTRL_0001	50	84	34		「・・・たたかいとは　たしゃと　じぶんの{CTRL_0001}そんざいを　かけ　あらそう　ことだ・・・」	“风{CTRL_8100}……战斗就是与他人和自己的{CTRL_0001}存在相互争夺……”	“风……战斗就是与他人和自己的{CTRL_0001}存在相互争夺……”
zh_txt_830c5b1a_0001C2_0005	txt_830c5b1a_0001C2_0005	message	msg/fld/evt/032.m	0x1C2	5	chunk_0190	auto_adjusted_structure_residue	manual_override	strip_prefix_before_sjis_text	2	61 00	a{CTRL_00}	CTRL_0001	CTRL_0001	CTRL_0001	10	18	8		を{CTRL_0001}てに　いれた！	{CTRL_0001}获得了！	{CTRL_0001}获得了！
zh_txt_b7969276_000010_0000	txt_b7969276_000010_0000	message	msg/fld/evt/033.m	0x10	0	chunk_0191	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100		30	46	16		「ヤツら　３まいめの　かがみも　手にいれたか」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「他们也拿到第三面镜子了啊。」	「他们也拿到第三面镜子了啊。」
zh_txt_b7969276_000054_0001	txt_b7969276_000054_0001	message	msg/fld/evt/033.m	0x54	1	chunk_0191	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100 CTRL_0001	CTRL_0001	30	56	26		「もうしわけありません{CTRL_0001}しょうしょう　あそびすぎました」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「非常抱歉，{CTRL_0001}稍微玩过头了。」	「非常抱歉，{CTRL_0001}稍微玩过头了。」
zh_txt_b7969276_0000A2_0002	txt_b7969276_0000A2_0002	message	msg/fld/evt/033.m	0xA2	2	chunk_0191	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 40 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_00}	CTRL_0001 CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4000 CTRL_8100 CTRL_0001 CTRL_0001	CTRL_0001 CTRL_0001	68	150	82		「まあいい　ヤツらが　かがみを　さがしてくれれば{CTRL_0001}こちらの　てまも　はぶける　と　いうものだ」{CTRL_0001}「ところで　霊獣（れいじゅう）の　ようすは　どうだ？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4000}{CTRL_8100}「无妨。让他们找镜子，{CTRL_0001}也省了我们的事。」{CTRL_0001}「话说，灵兽情况如何？」	「无妨。让他们找镜子，{CTRL_0001}也省了我们的事。」{CTRL_0001}「话说，灵兽情况如何？」
zh_txt_b7969276_00014E_0003	txt_b7969276_00014E_0003	message	msg/fld/evt/033.m	0x14E	3	chunk_0191	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 41 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4100 CTRL_8100		26	44	18		「だいぶ　かんぜんたいに　ちかづいています」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4100}{CTRL_8100}「已经相当接近完全体了。」	「已经相当接近完全体了。」
zh_txt_b7969276_000190_0004	txt_b7969276_000190_0004	message	msg/fld/evt/033.m	0x190	4	chunk_0191	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	42 00 02 00 02 02 00 00 42 00	B{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_00}	CTRL_0001	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4200 CTRL_8100 CTRL_0001	CTRL_0001	44	94	50		「邪気（じゃき）も　かなり　ひろがって　あちこちで{CTRL_0001}暴動（ぼうどう）が　おこりはじめてますぜ」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4200}{CTRL_8100}「邪气也扩散得很厉害，{CTRL_0001}各处都开始暴动了。」	「邪气也扩散得很厉害，{CTRL_0001}各处都开始暴动了。」
